Subject,Course,CRN,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Extracted_Features
ANTH,103,29919,Anthro in a Changing World,0,27,46,46,43,25,30,16,10,7,6,2,5,1,2.89,4
ANTH,104,37052,Talking Culture,0,2,9,4,5,1,0,0,0,0,0,0,0,0,3.43,4
ANTH,143,37058,Biology of Human Behavior,12,6,1,3,0,0,0,2,0,0,0,1,0,0,3.61,4
ANTH,143,37058,Biology of Human Behavior,161,107,54,25,38,15,14,13,9,2,9,4,19,3,3.39,4
ANTH,143,57526,Biology of Human Behavior,13,4,2,2,1,3,1,0,1,0,1,0,0,0,1.5,1
ANTH,143,57527,Biology of Human Behavior,9,7,6,0,0,0,0,3,1,0,1,0,0,0,1.51,1
ANTH,143,57528,Biology of Human Behavior,8,6,4,1,1,1,1,0,0,0,0,0,1,0,1.57,1
ANTH,143,57529,Biology of Human Behavior,13,4,2,0,1,0,2,1,0,1,0,0,1,0,1.45,0
ANTH,143,57530,Biology of Human Behavior,10,7,1,2,4,0,1,0,0,0,0,0,3,0,1.31,0
ANTH,143,57532,Biology of Human Behavior,3,13,4,0,5,0,2,0,0,0,0,0,1,1,1.51,1
ANTH,143,57553,Biology of Human Behavior,3,6,6,5,4,0,0,0,0,0,1,0,0,0,1.51,1
ANTH,143,57554,Biology of Human Behavior,17,2,1,2,1,0,0,1,0,0,0,1,2,1,1.41,0
ANTH,143,57518,Biology of Human Behavior,10,6,2,1,3,0,1,1,2,0,1,0,1,0,1.3,0
ANTH,143,57558,Biology of Human Behavior,11,5,4,0,1,0,1,1,0,0,0,1,1,0,1.47,0
ANTH,143,57559,Biology of Human Behavior,6,6,3,1,0,0,2,0,0,0,0,0,3,0,3.19,4
ANTH,143,57519,Biology of Human Behavior,11,2,1,2,0,1,2,1,2,0,0,1,1,1,3.15,4
ANTH,143,57520,Biology of Human Behavior,7,7,3,0,4,2,1,0,1,0,1,0,0,0,2.44,2
ANTH,143,57525,Biology of Human Behavior,4,5,4,1,2,2,0,1,1,0,1,0,3,0,2.92,4
ANTH,160,50621,Contemporary Social Issues,5,9,10,1,3,3,1,2,4,0,0,0,2,0,3.15,4
ANTH,180,31310,The Archaeology of Death,47,65,15,12,49,12,6,23,10,0,10,0,4,1,3.2,4
ANTH,182,38786,Latin American Cultures,6,2,6,5,7,2,0,0,0,0,0,0,0,0,3.46,4
ANTH,220,31325,Introduction to Archaeology,7,8,3,3,1,1,0,0,1,0,0,0,0,0,3.68,4
ANTH,230,43141,Sociocultural Anthropology,3,9,3,7,3,0,1,0,0,0,0,0,0,0,3.6,4
ANTH,230,43143,Sociocultural Anthropology,5,7,8,4,2,0,1,1,0,0,0,0,0,0,3.61,4
ANTH,246,62039,Forensic Science,6,227,47,36,24,7,11,7,3,1,1,0,9,0,3.59,4
ANTH,399,64057,Senior Capston Seminar,2,9,4,4,0,0,0,2,0,0,0,0,0,0,3.62,4
ANTH,411,46543,Methods of Cultural Anth,0,16,5,0,1,0,1,2,0,0,0,0,1,0,3.58,4
ANTH,460,46547,Heritage Management,0,18,6,0,1,0,0,0,0,0,0,0,0,1,3.89,4
ARAB,150,54547,Lang&Culture of Arab World,9,13,0,1,0,0,2,2,0,0,0,0,1,0,3.57,4
ARCH,101,45560,Introduction to Architecture,0,85,32,19,17,7,2,7,4,1,2,0,1,1,3.5,4
ARCH,231,29941,Anatomy of Buildings,0,30,25,17,27,8,2,1,0,0,0,0,1,2,3.4,4
ARCH,271,49267,Graphics for Architects,0,6,19,19,18,15,13,5,1,2,2,5,4,2,2.76,4
ARCH,341,29948,Environment Tech HVAC,0,6,9,8,9,9,9,4,1,0,3,0,1,1,2.85,4
ARCH,342,29958,Environment Tech Ltg & Acoust,5,8,7,4,11,5,6,8,1,1,0,0,1,0,2.99,4
ARCH,351,31365,Statics & Dynamics,19,17,19,11,15,15,3,4,2,1,0,1,2,0,3.26,4
ARCH,403,66780,Spec Topics in Arch History,0,4,10,9,6,0,0,1,0,0,0,0,1,0,3.31,4
ARCH,409,48019,Special Topics in Spanish Arch,0,11,10,9,0,0,0,0,0,0,0,0,0,0,3.69,4
ARCH,412,29972,Medieval Architecture,0,5,11,4,12,3,5,1,0,0,1,0,0,1,3.15,4
ARCH,417,43713,Twentieth-Century Architecture,19,35,17,9,5,3,1,0,0,0,0,0,0,1,3.75,4
ARCH,451,29984,Theory & Design Steel & Timber,6,18,18,11,10,4,3,6,1,2,1,1,2,0,3.19,4
ARCH,451,63397,Theory & Design Steel & Timber,0,10,6,5,5,2,2,0,0,0,0,0,0,0,1.46,0
ARCH,468,63722,Overseas Architectural Studies,2,14,10,4,0,0,0,0,0,0,0,0,0,0,1.8,1
ARCH,476,66933,Arch Design & Exploration,0,5,5,10,2,8,0,0,0,0,0,0,0,0,3.3,4
ARCH,502,63385,Structural Planning,3,24,16,9,11,8,2,1,0,0,0,0,0,0,3.48,4
ARCH,577,55619,Theory of Architecture,3,3,14,15,10,16,7,5,1,1,0,1,1,1,2.96,4
ART,100,54742,Understanding Visual Culture,7,36,30,7,7,1,1,2,0,0,1,0,0,0,3.66,4
ART,105,63473,Visual Design for Non-Majors,6,23,9,0,1,0,0,1,0,0,0,0,1,0,3.76,4
ART,105,64967,Visual Design for Non-Majors,3,27,4,2,2,0,0,0,0,0,1,0,0,0,3.8,4
ART,310,64968,Design Thinking,16,11,4,4,1,1,0,0,0,0,0,0,1,0,3.73,4
ARTD,218,66142,Intro to Web Technologies,0,13,4,2,0,2,0,0,0,1,0,0,0,0,3.64,4
ARTD,218,66143,Intro to Web Technologies,0,12,5,1,3,1,0,0,0,0,0,0,0,0,3.7,4
ARTD,222,66147,Typographic Practice,0,11,1,6,5,0,0,0,0,0,0,0,0,0,3.59,4
ARTD,270,66148,Design Methods,1,14,4,2,1,0,0,0,0,0,0,0,0,0,3.83,4
ARTD,328,51747,Human-Centered Product Design,5,17,3,3,4,1,0,0,0,0,0,0,0,0,3.75,4
ARTD,328,66551,Human-Centered Product Design,2,3,11,10,0,0,0,0,0,0,0,0,0,0,3.6,4
ARTD,351,66154,Graphic Design Inquiry,0,12,4,3,2,1,0,1,0,0,0,0,0,0,3.62,4
ARTD,351,66155,Graphic Design Inquiry,0,12,4,5,0,0,0,0,0,0,0,0,0,0,3.78,4
ARTD,371,66157,Graphic Design Practicum,1,12,5,3,2,0,0,0,0,0,0,0,0,0,3.75,4
ARTD,418,66159,Digital Interaction Sandbox,0,7,8,3,0,0,0,0,0,1,1,1,1,0,3.2,4
ARTD,426,63745,Product Innovation,1,13,1,5,2,5,0,0,0,0,0,0,0,0,3.54,4
ARTF,101,31200,Contemporary Issues in Art,2,37,43,25,20,11,3,9,4,0,1,10,3,0,3.13,4
ARTH,112,66276,Renaissance to Modern Art,1,3,3,2,1,3,3,3,0,1,2,1,0,0,2.68,3
ARTH,112,66278,Renaissance to Modern Art,0,0,2,3,3,5,2,3,4,0,1,0,0,0,2.52,3
ARTH,112,66280,Renaissance to Modern Art,0,2,5,4,4,3,1,1,1,1,0,0,0,0,3.05,4
ARTH,112,66282,Renaissance to Modern Art,1,6,6,3,1,1,1,2,0,1,0,0,1,0,3.19,4
ARTH,112,66283,Renaissance to Modern Art,3,4,10,1,1,3,0,0,0,0,0,0,0,0,3.59,4
ARTH,112,66284,Renaissance to Modern Art,0,10,4,1,3,1,0,0,1,0,0,1,2,0,3.13,4
ARTH,211,66185,Design History Survey,0,18,30,29,71,17,5,10,0,2,2,0,1,1,3.1,4
ASTR,100,41827,Introduction to Astronomy,22,43,26,12,28,10,5,5,6,1,3,3,5,1,3.22,4
ASTR,100,58800,Introduction to Astronomy,40,89,52,39,56,25,12,13,11,5,0,1,7,2,3.29,4
ASTR,121,37107,The Solar System,15,25,20,12,24,7,7,3,1,2,2,1,7,0,3.12,4
ASTR,122,39752,Stars and Galaxies,12,14,22,22,24,8,4,8,4,2,2,5,0,0,3.08,4
ASTR,150,53598,Killer Skies: Astro-Disasters,18,53,26,14,14,10,3,3,1,0,1,1,3,1,3.48,4
ASTR,210,30268,Introduction to Astrophysics,0,5,3,2,9,2,1,8,1,2,3,3,6,0,2.17,2
ASTR,330,66562,Extraterrestrial Life,7,150,18,6,13,2,2,6,0,1,0,1,5,1,3.68,4
ASTR,404,39758,Stellar Astrophysics,0,7,11,7,7,1,0,2,1,3,0,0,0,0,3.21,4
ASTR,406,43268,Galaxies and the Universe,2,9,6,1,1,0,0,3,0,0,0,0,0,0,3.56,4
ATMS,100,37004,Introduction to Meteorology,57,111,57,48,93,27,9,17,11,2,5,2,4,1,3.33,4
ATMS,120,31291,Severe and Hazardous Weather,306,140,54,33,27,17,10,2,3,2,3,0,3,1,3.76,4
ATMS,140,55849,Climate and Global Change,6,20,14,10,5,3,0,2,1,0,0,2,1,2,3.42,4
ATMS,201,54034,General Physical Meteorology,7,22,7,3,2,0,2,2,0,0,0,0,0,0,3.7,4
ATMS,301,49526,Atmospheric Thermodynamics,0,4,3,4,3,3,5,2,0,0,0,0,1,0,2.92,4
ATMS,302,49527,Atmospheric Dynamics I,0,5,0,4,5,3,5,3,1,0,0,0,0,0,2.91,4
BADM,199,53818,Bus as a Force in Am Society,3,15,3,1,0,0,0,0,0,0,0,0,0,0,3.92,4
BADM,261,59910,Technology & Mgmt Seminar,0,60,0,0,1,0,0,1,0,0,0,0,0,0,3.95,4
BADM,300,62982,The Legal Environment of Bus,120,40,25,9,8,2,0,1,1,1,0,0,1,0,3.83,4
BADM,300,62983,The Legal Environment of Bus,37,10,2,2,1,0,1,2,0,0,1,0,0,0,3.79,4
BADM,300,62985,The Legal Environment of Bus,98,16,18,12,8,5,1,5,2,1,0,2,1,0,3.66,4
BADM,310,29649,Mgmt and Organizational Beh,88,126,95,80,65,47,37,25,8,2,7,0,3,1,3.35,4
BADM,310,58599,Mgmt and Organizational Beh,0,26,3,0,0,0,0,1,0,0,0,0,0,0,3.9,4
BADM,311,31432,Individual Behavior in Orgs,0,37,3,4,0,0,0,0,0,0,0,0,0,0,3.92,4
BADM,312,44050,Org Design and Environment,1,20,12,5,3,2,0,0,0,0,0,0,0,0,3.7,4
BADM,312,31435,Org Design and Environment,0,11,3,4,2,1,0,0,0,0,0,0,0,0,3.67,4
BADM,314,66083,Leading Negotiations,0,17,12,5,11,8,0,0,1,0,0,0,0,0,3.42,4
BADM,320,31412,Principles of Marketing,143,86,28,16,8,4,0,0,1,0,0,0,0,0,3.88,4
BADM,320,31415,Principles of Marketing,179,94,27,11,6,0,0,1,0,0,0,0,0,0,3.92,4
BADM,320,58600,Principles of Marketing,0,20,0,0,1,1,0,0,1,0,0,0,0,0,3.8,4
BADM,321,29650,Principles of Retailing,0,27,7,5,4,0,0,0,0,0,0,0,0,0,3.78,4
BADM,322,31426,Marketing Research,7,13,9,6,5,1,0,0,0,0,0,0,1,0,3.59,4
BADM,322,31427,Marketing Research,7,18,27,12,1,0,0,0,0,0,0,0,0,0,3.72,4
BADM,325,31439,Consumer Behavior,11,25,9,3,1,0,0,0,0,0,0,0,0,0,3.88,4
BADM,325,31440,Consumer Behavior,7,25,15,1,0,0,0,0,0,0,0,0,0,0,3.88,4
BADM,327,51983,Marketing to Business and Govt,29,0,0,18,0,0,0,0,0,0,0,0,0,0,3.74,4
BADM,329,58589,New Product Development,0,22,29,11,1,0,0,0,0,0,0,0,1,0,3.66,4
BADM,335,58279,Supply Chain Management Basics,0,10,22,15,6,2,1,0,0,0,0,0,0,0,3.51,4
BADM,336,50435,Modeling the Supply Chain,1,21,11,16,4,4,1,0,0,0,0,0,0,0,3.56,4
BADM,340,58771,Ethical Dilemmas of Business,18,18,1,0,0,1,0,0,0,0,0,0,0,0,3.96,4
BADM,350,40399,IT for Networked Organizations,0,2,12,14,12,2,1,0,0,0,0,0,1,0,3.23,4
BADM,350,52248,IT for Networked Organizations,0,10,17,9,7,1,2,4,0,1,0,0,0,0,3.33,4
BADM,350,61619,IT for Networked Organizations,3,27,7,3,0,0,0,0,0,0,0,0,0,0,3.89,4
BADM,350,65592,IT for Networked Organizations,1,52,4,1,5,0,0,0,0,0,0,0,0,0,3.89,4
BADM,351,54412,Social Media Strategy,0,40,19,2,3,1,0,0,0,0,0,0,0,0,3.82,4
BADM,352,37946,Database Design and Management,0,36,12,3,3,0,1,0,0,0,0,0,0,0,3.81,4
BADM,353,37935,Info Sys Analysis and Design,1,18,21,16,7,0,0,0,0,0,0,0,0,0,3.61,4
BADM,367,37805,Mgmt of Innov and Technology,1,19,17,12,6,0,0,0,0,0,0,0,0,0,3.64,4
BADM,374,37790,Management Decision Models,4,11,12,12,4,6,3,1,1,0,0,0,0,0,3.38,4
BADM,374,37791,Management Decision Models,4,11,11,12,7,8,0,1,0,0,0,0,0,0,3.42,4
BADM,375,29656,Business Process Management,0,11,7,8,6,9,7,1,0,1,0,1,2,0,2.99,4
BADM,375,51273,Business Process Management,0,8,8,10,6,4,2,3,0,6,0,0,0,0,3.02,4
BADM,375,64619,Business Process Management,0,5,16,11,1,9,0,8,4,0,0,0,0,0,3.06,4
BADM,377,56087,Project Management,1,5,7,9,17,7,4,0,0,0,0,0,1,0,3.11,4
BADM,378,59775,Logistics Management,0,7,10,12,3,1,0,1,1,0,0,0,1,0,3.33,4
BADM,380,29664,International Business,5,45,7,1,1,0,1,0,0,0,0,0,0,0,3.91,4
BADM,380,56083,International Business,19,24,6,1,2,0,0,0,0,0,0,0,0,0,3.91,4
BADM,380,64456,International Business,0,18,9,1,0,0,0,0,0,0,0,0,0,0,2.87,4
BADM,381,46659,Multinational Management,3,14,11,7,1,0,0,0,0,0,0,0,0,0,2.74,3
BADM,382,29661,International Marketing,1,14,7,3,0,0,0,0,0,0,0,0,0,0,2.83,4
BADM,395,31423,Data Science & Analytics,0,26,7,0,1,0,0,0,0,0,0,0,0,0,2.9,4
BADM,420,54364,Advanced Marketing Management,0,64,0,0,1,0,0,0,0,0,0,0,0,0,2.98,4
BADM,445,29658,Small Business Consulting,10,11,0,1,7,0,0,0,0,0,0,0,0,0,2.74,3
BADM,446,59860,Entrepreneurship Sm Bus Form,0,32,0,0,2,0,0,0,0,0,0,0,0,0,2.94,4
BADM,449,37793,Business Policy and Strategy,1,18,10,5,4,2,0,1,0,0,0,0,0,0,2.63,3
BADM,449,37796,Business Policy and Strategy,1,20,3,6,7,1,2,1,0,0,0,0,0,0,1.54,1
BADM,449,37797,Business Policy and Strategy,1,25,10,5,2,0,1,0,0,0,0,0,0,0,1.77,1
BADM,449,37800,Business Policy and Strategy,0,19,16,4,1,0,0,0,0,0,0,0,0,0,1.78,1
BADM,449,37884,Business Policy and Strategy,0,0,10,15,9,4,1,0,0,0,0,0,0,0,1.25,0
BADM,449,37885,Business Policy and Strategy,0,11,17,7,4,0,3,0,0,0,0,0,0,0,1.54,1
BADM,449,37887,Business Policy and Strategy,0,5,15,10,8,0,0,0,0,0,0,0,0,0,1.48,0
BADM,449,37888,Business Policy and Strategy,0,12,13,6,8,1,0,0,0,0,0,0,0,0,1.56,1
BADM,449,37889,Business Policy and Strategy,1,19,8,7,1,0,0,0,0,0,0,0,0,0,1.77,1
BADM,449,37890,Business Policy and Strategy,0,3,14,7,7,1,1,3,1,0,0,0,0,0,3.25,4
BADM,453,40400,Decision Support Systems,0,25,7,0,0,1,0,0,0,0,0,0,0,0,3.89,4
BADM,460,37802,Business Process Modeling,1,13,9,10,10,7,0,1,0,0,0,0,0,0,3.39,4
BADM,508,48199,Leadership and Teams,4,15,25,7,6,5,0,0,0,0,0,0,0,0,1.59,1
BADM,508,57913,Leadership and Teams,1,22,20,6,3,0,0,0,0,0,0,0,0,0,1.74,1
BADM,508,29675,Leadership and Teams,0,10,13,5,3,0,1,0,0,0,0,0,0,0,1.62,1
BADM,509,37891,Managing Organizations,0,10,8,9,11,4,1,1,0,0,0,0,0,0,0.35,0
BADM,509,49048,Managing Organizations,0,17,16,9,6,1,1,1,0,0,0,0,0,0,0.56,0
BADM,514,48200,Managing Innovation,4,16,13,10,2,0,0,0,0,0,0,0,0,0,0.71,0
BADM,514,57918,Managing Innovation,2,18,12,10,6,1,0,0,0,0,0,0,0,0,0.63,0
BADM,520,57919,Marketing Management,5,32,0,0,2,0,0,1,1,0,0,0,0,0,0.85,0
BADM,520,31448,Marketing Management,1,56,0,0,5,0,0,3,0,0,0,0,1,0,0.77,0
BADM,520,49046,Marketing Management,4,13,15,4,0,0,0,0,0,0,0,0,0,0,0.79,0
BADM,525,47837,New Product Development,0,14,13,0,0,1,0,0,0,0,0,0,0,0,0.8,0
BADM,525,48198,New Product Development,0,30,26,11,0,0,0,0,0,0,0,0,0,0,0.76,0
BADM,525,57920,New Product Development,0,16,16,5,2,0,0,0,0,0,0,0,0,0,3.73,4
BADM,544,56888,Strategic Management,4,18,6,1,2,1,0,0,0,0,0,0,0,0,3.81,4
BADM,566,45322,Supply Chain Management,10,16,3,1,0,0,0,0,0,0,0,0,0,0,3.94,4
BADM,566,62289,Supply Chain Management,2,8,10,13,8,7,2,2,1,0,0,0,0,0,3.26,4
BADM,567,54601,Process Management,3,11,11,15,15,4,0,1,0,0,0,0,0,0,3.4,4
BADM,567,57921,Process Management,0,10,11,12,13,7,0,0,0,0,0,0,0,0,3.36,4
BADM,567,65705,Process Management,13,79,39,29,27,6,6,2,0,1,0,0,0,0,3.58,4
BADM,567,61656,Process Management,3,17,7,12,5,5,1,1,0,0,0,0,0,0,3.5,4
BADM,567,65704,Process Management,2,15,4,10,5,3,2,0,1,0,0,0,0,0,3.46,4
BADM,567,47646,Process Management,1,26,11,5,1,1,0,0,0,0,0,0,0,0,3.79,4
BADM,572,56398,Stat for Mgt Decision Making,3,21,22,9,5,1,0,0,0,0,0,0,1,0,3.62,4
BADM,572,47648,Stat for Mgt Decision Making,7,19,9,3,4,1,2,0,0,0,0,0,0,0,3.7,4
BADM,582,29718,Multinational Management,5,30,21,3,1,0,0,0,0,0,0,0,0,0,3.83,4
BADM,586,58582,Intl Comparative Management,16,18,1,2,0,0,0,0,0,0,0,0,0,0,3.95,4
BADM,590,37902,Frontiers in Technology Smr,6,37,17,1,0,0,0,0,0,0,0,0,0,0,3.9,4
BADM,590,39761,Data Science & Analytics,0,52,9,0,1,0,0,0,0,0,0,0,0,0,3.94,4
BADM,590,59070,Entrepreneurship,0,33,11,3,0,0,0,0,0,0,1,0,1,0,3.74,4
BADM,590,59370,Social Media Strategy,0,30,5,3,0,0,0,0,0,0,0,0,0,0,3.9,4
BADM,590,37907,Economics of Organizations,1,10,5,2,7,1,0,0,0,0,0,0,0,0,0.56,0
BADM,590,42435,Global Perspectives in Busines,35,8,0,0,0,0,0,1,0,0,0,0,0,0,3.95,4
BADM,590,40410,Global Strategy,11,16,6,4,0,0,0,0,0,1,0,0,0,0,3.81,4
BADM,590,60074,Digital Marketing,1,20,4,4,5,1,1,0,0,0,1,0,0,0,3.59,4
BADM,590,37910,Sustainability,2,26,8,2,0,0,0,0,0,0,0,0,0,0,3.9,4
BADM,595,56572,Business Fundamentals,0,17,11,4,2,0,0,0,0,0,0,0,0,0,3.76,4
BCS,115,62966,South Slavic Cultures,16,23,3,0,0,0,0,1,0,0,0,0,0,0,3.93,4
BIOC,460,49476,Biochemistry Senior Seminar,2,7,3,1,4,4,3,0,0,0,0,0,0,0,3.33,4
BIOE,120,45137,Introduction to Bioengineering,22,11,0,5,3,2,0,0,0,0,0,0,2,0,3.62,4
BIOE,199,63789,Undergraduate Open Seminar,33,20,10,3,2,0,1,1,0,0,0,0,0,1,3.84,4
BIOE,201,48270,Conservation Principles Bioeng,9,14,8,5,3,0,0,0,0,0,0,0,0,0,3.77,4
BIOE,201,62929,Conservation Principles Bioeng,0,20,6,4,2,0,0,0,0,0,0,0,0,0,3.79,4
BIOE,202,49686,Cell & Tissue Engineering Lab,2,8,7,2,7,3,2,0,0,0,0,0,0,0,3.42,4
BIOE,206,58750,Cellular Bioengineering,0,17,12,12,12,3,7,6,2,0,0,0,1,0,3.16,4
BIOE,220,66320,Bioenergetics,4,18,5,8,3,2,0,0,1,0,0,0,0,0,3.63,4
BIOE,302,66323,Modeling Human Physiology,0,31,0,0,23,0,0,8,0,0,2,0,0,0,3.3,4
BIOE,303,66919,Quantitative Physiology Lab,0,37,0,2,0,0,0,0,0,0,0,0,0,0,0.97,0
BIOE,414,40017,Biomedical Instrumentation,3,12,8,10,7,1,2,3,1,1,0,0,0,0,0.33,0
BIOE,430,66328,Intro Synthetic Biology,3,16,6,1,6,0,0,0,0,0,0,0,0,0,3.73,4
BIOE,476,61460,Tissue Engineering,1,17,38,6,7,2,0,1,0,0,0,0,0,0,3.61,4
BIOE,498,63184,Preclinical Molecular Imaging,9,12,3,1,2,0,0,0,0,0,0,0,0,0,3.86,4
BIOE,504,51466,Analytical Methods in Bioeng,0,7,8,5,2,2,0,1,0,0,0,0,0,0,0.49,0
BIOE,505,54270,Computational Bioengineering,3,9,3,2,4,3,0,1,0,0,0,0,0,0,0.51,0
BTW,250,37980,Principles Bus Comm,0,10,2,3,6,0,1,0,0,0,0,0,1,0,3.38,4
BTW,250,37987,Principles Bus Comm,0,9,8,1,4,0,0,0,0,0,0,0,0,0,3.67,4
BTW,250,37989,Principles Bus Comm,0,7,9,2,3,1,1,0,0,0,0,0,0,0,3.55,4
BTW,250,37990,Principles Bus Comm,0,3,11,5,1,0,1,0,0,0,0,0,0,0,3.54,4
BTW,250,43028,Principles Bus Comm,0,0,5,5,4,5,3,1,0,0,0,0,0,0,1.01,0
BTW,250,38000,Principles Bus Comm,0,12,1,0,6,2,0,1,1,0,0,0,0,0,1.42,0
BTW,250,37991,Principles Bus Comm,0,5,6,6,3,0,0,0,0,0,1,0,0,0,1.43,0
BTW,250,37992,Principles Bus Comm,0,5,12,3,0,1,3,0,0,0,0,0,0,0,1.49,0
BTW,250,46795,Principles Bus Comm,0,4,5,5,3,1,0,1,1,0,0,0,1,0,1.16,0
BTW,250,38005,Principles Bus Comm,0,4,12,3,2,1,0,2,0,0,0,0,0,0,1.45,0
BTW,250,38003,Principles Bus Comm,0,11,6,3,1,2,0,0,0,0,0,0,0,0,1.67,1
BTW,250,65449,Principles Bus Comm,0,7,5,5,4,3,0,0,0,0,0,0,0,0,1.46,0
BTW,250,38001,Principles Bus Comm,0,8,9,5,0,0,0,0,0,0,0,0,0,0,1.71,1
BTW,250,43030,Principles Bus Comm,0,2,9,8,3,0,0,0,0,0,0,0,0,0,1.49,0
BTW,250,67142,Principles Bus Comm,0,11,6,4,2,0,0,0,0,0,0,0,0,0,0.71,0
BTW,250,59592,Principles Bus Comm,0,6,12,3,0,1,0,0,0,0,0,0,0,0,0.67,0
BTW,250,59591,Principles Bus Comm,0,15,1,0,9,0,0,0,0,0,0,0,0,0,0.63,0
BTW,250,38007,Principles Bus Comm,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0.97,0
BTW,250,58819,Principles Bus Comm,0,9,8,3,0,3,0,0,0,0,0,0,0,0,0.62,0
BTW,250,38009,Principles Bus Comm,0,19,3,2,0,0,0,0,0,0,0,0,0,0,0.9,0
BTW,250,38010,Principles Bus Comm,0,11,6,3,1,1,0,0,0,0,0,0,0,0,0.71,0
BTW,250,48194,Principles Bus Comm,0,20,3,1,0,0,0,0,0,0,0,0,0,0,0.93,0
BTW,250,43029,Principles Bus Comm,0,8,5,4,7,0,0,0,0,0,0,0,0,0,0.53,0
BTW,250,37996,Principles Bus Comm,0,2,9,2,4,1,2,0,0,1,0,0,1,0,3.11,4
BTW,261,31438,Principles Tech Comm,1,11,2,0,7,0,0,0,0,0,1,0,0,0,3.52,4
BTW,261,31446,Principles Tech Comm,0,7,5,8,1,0,1,0,0,0,0,0,0,0,3.56,4
BTW,261,31444,Principles Tech Comm,0,15,1,1,5,0,0,1,0,0,0,0,1,0,3.5,4
BTW,261,31441,Principles Tech Comm,1,5,2,0,10,1,0,3,0,0,0,0,2,0,2.92,4
BUS,101,51438,Business Prof Responsibility,0,21,4,2,0,0,0,0,0,0,0,0,0,0,1.9,1
BUS,101,51445,Business Prof Responsibility,0,24,3,2,0,0,0,0,0,0,0,0,0,0,1.92,1
BUS,101,51442,Business Prof Responsibility,1,19,6,1,0,0,0,0,0,0,0,0,0,0,1.9,1
BUS,101,51440,Business Prof Responsibility,0,22,2,1,1,0,0,0,1,0,0,0,0,0,1.83,1
BUS,101,51462,Business Prof Responsibility,1,22,3,2,1,0,0,0,0,0,0,0,0,0,1.89,1
BUS,101,51463,Business Prof Responsibility,0,24,2,2,1,0,0,0,0,0,0,0,0,0,1.9,1
BUS,101,51441,Business Prof Responsibility,0,21,1,2,1,1,0,0,0,0,0,0,0,0,1.85,1
BUS,101,58868,Business Prof Responsibility,1,21,5,1,0,0,0,0,0,0,0,0,0,0,1.92,1
BUS,101,60217,Business Prof Responsibility,0,21,0,3,0,0,0,0,0,0,0,0,0,0,1.92,1
BUS,101,51447,Business Prof Responsibility,0,21,2,1,0,0,0,0,0,0,0,0,1,0,2.79,4
BUS,101,51449,Business Prof Responsibility,0,22,1,1,1,1,0,0,0,0,0,0,0,0,2.87,4
BUS,101,51452,Business Prof Responsibility,0,18,5,1,0,0,1,0,0,0,0,0,0,0,2.84,4
BUS,101,51454,Business Prof Responsibility,0,16,4,1,3,0,0,0,0,0,0,0,0,0,2.79,4
BUS,101,51457,Business Prof Responsibility,0,8,9,4,1,1,0,0,0,0,0,0,1,0,2.5,3
BUS,101,51461,Business Prof Responsibility,0,18,4,1,0,1,0,0,0,0,0,0,0,0,2.86,4
BUS,101,51464,Business Prof Responsibility,0,14,4,2,1,2,2,0,0,0,0,0,0,0,2.61,3
BUS,101,58869,Business Prof Responsibility,0,17,3,0,1,1,1,1,0,0,0,0,0,0,2.71,3
BUS,101,51437,Business Prof Responsibility,1,17,1,1,1,0,0,0,0,0,0,0,0,0,2.9,4
BUS,101,65615,Business Prof Responsibility,1,15,6,1,1,0,0,0,0,0,0,0,0,0,2.85,4
BUS,101,67126,Business Prof Responsibility,0,18,5,1,0,0,0,0,0,0,0,0,0,0,2.9,4
BUS,101,67129,Business Prof Responsibility,0,20,3,1,0,0,0,0,0,0,0,0,0,0,2.93,4
BUS,101,67131,Business Prof Responsibility,0,13,5,2,4,1,0,0,0,0,0,0,0,0,2.67,3
BUS,101,67132,Business Prof Responsibility,0,17,4,0,3,0,1,0,0,0,0,0,0,0,2.76,4
BUS,101,67133,Business Prof Responsibility,0,18,2,1,1,0,0,0,0,0,0,0,0,0,2.89,4
BUS,101,67134,Business Prof Responsibility,0,19,3,0,1,1,0,0,0,0,0,0,0,0,1.86,1
BUS,101,67135,Business Prof Responsibility,1,16,4,1,0,0,0,1,0,0,0,0,0,0,1.83,1
BUS,101,67136,Business Prof Responsibility,0,15,6,2,1,0,0,0,0,0,0,0,0,0,1.82,1
BUS,101,59025,Business Prof Responsibility,3,22,1,0,1,0,0,0,0,0,0,0,0,0,1.95,1
BUS,101,51450,Business Prof Responsibility,1,21,1,1,0,0,0,0,0,0,0,0,0,0,0.96,0
BUS,101,51460,Business Prof Responsibility,0,19,4,1,0,1,0,0,0,0,0,0,0,0,0.87,0
BUS,199,58275,Coaching for Success,30,7,2,1,0,0,0,0,0,0,0,0,0,0,0.97,0
CEE,195,29692,About Civil Engineering,4,54,84,61,24,2,0,0,0,0,0,0,0,0,3.58,4
CEE,201,29694,Systems Engrg & Economics,0,25,15,18,19,20,10,9,13,0,6,0,2,0,2.88,4
CEE,202,29696,Engineering Risk & Uncertainty,1,17,17,11,22,9,10,7,0,3,0,1,4,0,2.97,4
CEE,300,34959,Behavior of Materials,0,5,5,13,24,14,14,12,2,0,2,0,0,0,2.78,4
CEE,310,29699,Transportation Engineering,2,11,18,14,11,3,4,2,1,0,0,1,1,0,3.26,4
